major_id,major_name,school_name,major_rank
11112,中国语言文学类,中北大学,1318
10880,中国语言文学类,中华女子学院,500
12563,中国语言文学类,中南民族大学,1266
12560,中国语言文学类,中南财经政法大学,723
12369,中国语言文学类,中原工学院,1348
12408,中国语言文学类,中原科技学院,1604
10867,中国语言文学类,中国人民公安大学,1519
10832,中国语言文学类,中国人民大学,338
11006,中国语言文学类,中国人民警察大学,1336
10860,中国语言文学类,中国传媒大学,1155
10848,中国语言文学类,中国农业大学,1189
11275,中国语言文学类,中国刑事警察学院,75
10889,中国语言文学类,中国劳动关系学院,167
11263,中国语言文学类,中国医科大学,1602
10884,中国语言文学类,中国地质大学（北京）,1294
12546,中国语言文学类,中国地质大学（武汉）,429
10874,中国语言文学类,中国戏曲学院,350
10878,中国语言文学类,中国政法大学,1052
10927,中国语言文学类,中国民航大学,1287
12197,中国语言文学类,中国海洋大学,1018
10865,中国语言文学类,中国消防救援学院,366
10883,中国语言文学类,中国石油大学（北京）,160
12199,中国语言文学类,中国石油大学（华东）,163
11583,中国语言文学类,中国矿业大学,1547
10882,中国语言文学类,中国矿业大学（北京）,1292
11627,中国语言文学类,中国矿业大学徐海学院,1786
10897,中国语言文学类,中国社会科学院大学,135
11864,中国语言文学类,中国科学技术大学,1207
10896,中国语言文学类,中国科学院大学,1065
11769,中国语言文学类,中国美术学院,594
11598,中国语言文学类,中国药科大学,497
11770,中国语言文学类,中国计量大学,298
11801,中国语言文学类,中国计量大学现代科技学院,772
10887,中国语言文学类,中国青年政治学院,1747
10871,中国语言文学类,中国音乐学院,1041
11012,中国语言文学类,中央司法警官学院,1655
10873,中国语言文学类,中央戏剧学院,953
10877,中国语言文学类,中央民族大学,1210
10872,中国语言文学类,中央美术学院,403
10861,中国语言文学类,中央财经大学,789
10870,中国语言文学类,中央音乐学院,313
11156,中国语言文学类,临汾职业技术学院,1462
12361,中国语言文学类,临沂城市职业学院,697
12219,中国语言文学类,临沂大学,1006
12346,中国语言文学类,临沂科技职业学院,1767
12325,中国语言文学类,临沂职业学院,816
11766,中国语言文学类,丽水学院,934
11839,中国语言文学类,丽水职业技术学院,474
11841,中国语言文学类,义乌工商职业技术学院,245
11233,中国语言文学类,乌兰察布医学高等专科学校,1203
11222,中国语言文学类,乌兰察布职业学院,1008
11227,中国语言文学类,乌海职业技术学院,760
11670,中国语言文学类,九州职业技术学院,1077
12192,中国语言文学类,九江卫生健康职业学院,1435
12101,中国语言文学类,九江学院,717
12184,中国语言文学类,九江理工职业学院,866
12127,中国语言文学类,九江科技职业大学,1095
12132,中国语言文学类,九江职业大学,1528
12092,中国语言文学类,井冈山大学,1354
11894,中国语言文学类,亳州学院,1516
11945,中国语言文学类,亳州职业技术学院,986
12624,中国语言文学类,仙桃职业学院,257
12009,中国语言文学类,仰恩大学,1172
11469,中国语言文学类,伊春职业学院,40
11434,中国语言文学类,佳木斯大学,329
11500,中国语言文学类,佳木斯职业学院,1280
10992,中国语言文学类,保定学院,1321
11092,中国语言文学类,保定幼儿师范高等专科学校,846
11032,中国语言文学类,保定理工学院,438
11065,中国语言文学类,保定电力职业技术学院,651
11052,中国语言文学类,保定职业技术学院,407
12391,中国语言文学类,信阳农林学院,1403
12409,中国语言文学类,信阳学院,1552
12534,中国语言文学类,信阳工程职业学院,1437
12377,中国语言文学类,信阳师范大学,1407
12480,中国语言文学类,信阳涉外职业技术学院,684
12533,中国语言文学类,信阳科技职业学院,1355
12451,中国语言文学类,信阳职业技术学院,798
12500,中国语言文学类,信阳航空职业学院,1383
12517,中国语言文学类,信阳艺术职业学院,1490
11988,中国语言文学类,六安应用科技职业学院,144
11926,中国语言文学类,六安职业技术学院,481
12509,中国语言文学类,兰考三农职业学院,834
11211,中国语言文学类,兴安职业技术大学,400
11080,中国语言文学类,冀中职业学院,1103
11213,中国语言文学类,内蒙古丰州职业学院,218
11225,中国语言文学类,内蒙古交通职业技术学院,805
11221,中国语言文学类,内蒙古体育职业学院,917
11195,中国语言文学类,内蒙古农业大学,578
11218,中国语言文学类,内蒙古化工职业学院,1715
11229,中国语言文学类,内蒙古北方职业技术学院,590
11196,中国语言文学类,内蒙古医科大学,766
11219,中国语言文学类,内蒙古商贸职业学院,683
11192,中国语言文学类,内蒙古大学,1064
11205,中国语言文学类,内蒙古大学创业学院,308
11194,中国语言文学类,内蒙古工业大学,1237
11235,中国语言文学类,内蒙古工业职业学院,515
11197,中国语言文学类,内蒙古师范大学,253
11210,中国语言文学类,内蒙古建筑职业技术大学,389
11217,中国语言文学类,内蒙古机电职业技术学院,611
11198,中国语言文学类,内蒙古民族大学,598
11242,中国语言文学类,内蒙古民族幼儿师范高等专科学校,1023
11216,中国语言文学类,内蒙古电子信息职业技术学院,929
11193,中国语言文学类,内蒙古科技大学,1442
11228,中国语言文学类,内蒙古科技职业学院,1729
11231,中国语言文学类,内蒙古经贸外语职业学院,895
11241,中国语言文学类,内蒙古美术职业学院,1295
11238,中国语言文学类,内蒙古能源职业学院,199
11207,中国语言文学类,内蒙古艺术学院,1167
11209,中国语言文学类,内蒙古警察学院,363
11200,中国语言文学类,内蒙古财经大学,1375
11206,中国语言文学类,内蒙古鸿德文理学院,1770
11214,中国语言文学类,包头职业技术学院,64
11215,中国语言文学类,包头轻工职业技术学院,250
11226,中国语言文学类,包头钢铁职业技术学院,1248
11232,中国语言文学类,包头铁道职业技术学院,844
10853,中国语言文学类,北京中医药大学,1479
11034,中国语言文学类,北京中医药大学东方学院,1776
10834,中国语言文学类,北京交通大学,1004
10903,中国语言文学类,北京交通职业技术学院,1290
10920,中国语言文学类,北京交通运输职业学院,1539
10902,中国语言文学类,北京京北职业技术学院,315
10869,中国语言文学类,北京体育大学,200
10919,中国语言文学类,北京体育职业学院,98
10881,中国语言文学类,北京信息科技大学,962
10901,中国语言文学类,北京信息职业技术学院,394
10905,中国语言文学类,北京农业职业学院,932
10849,中国语言文学类,北京农学院,1194
10917,中国语言文学类,北京劳动保障职业学院,750
10840,中国语言文学类,北京化工大学,1757
10908,中国语言文学类,北京北大方正软件职业技术学院,829
10851,中国语言文学类,北京协和医学院,845
10921,中国语言文学类,北京卫生职业学院,1616
10844,中国语言文学类,北京印刷学院,655
10886,中国语言文学类,北京城市学院,1042
10915,中国语言文学类,北京培黎职业学院,540
10857,中国语言文学类,北京外国语大学,783
10831,中国语言文学类,北京大学,1639
10835,中国语言文学类,北京工业大学,226
10893,中国语言文学类,北京工业大学耿丹学院,619
10900,中国语言文学类,北京工业职业技术学院,1017
10841,中国语言文学类,北京工商大学,1748
10854,中国语言文学类,北京师范大学,263
10845,中国语言文学类,北京建筑大学,1269
10911,中国语言文学类,北京戏曲艺术职业学院,251
10906,中国语言文学类,北京政法职业学院,222
10842,中国语言文学类,北京服装学院,472
10850,中国语言文学类,北京林业大学,555
10912,中国语言文学类,北京汇佳职业学院,893
10863,中国语言文学类,北京物资学院,1469
10837,中国语言文学类,北京理工大学,1234
10847,中国语言文学类,北京电子科技学院,487
10875,中国语言文学类,北京电影学院,1787
10846,中国语言文学类,北京石油化工学院,351
10838,中国语言文学类,北京科技大学,1587
10950,中国语言文学类,北京科技大学天津学院,1341
10913,中国语言文学类,北京科技经营管理学院,1126
10899,中国语言文学类,北京科技职业大学,479
10914,中国语言文学类,北京科技职业学院,955
10858,中国语言文学类,北京第二外国语学院,1243
10895,中国语言文学类,北京第二外国语学院中瑞酒店管理学院,444
10910,中国语言文学类,北京经济技术职业学院,1106
10916,中国语言文学类,北京经济管理职业学院,1481
10909,中国语言文学类,北京经贸职业学院,1255
10922,中国语言文学类,北京网络职业学院,467
10885,中国语言文学类,北京联合大学,391
10876,中国语言文学类,北京舞蹈学院,1799
10836,中国语言文学类,北京航空航天大学,1030
10918,中国语言文学类,北京艺术传媒职业学院,106
10894,中国语言文学类,北京警察学院,1358
10859,中国语言文学类,北京语言大学,1638
10907,中国语言文学类,北京财贸职业学院,1502
10843,中国语言文学类,北京邮电大学,1279
10892,中国语言文学类,北京邮电大学世纪学院,55
10891,中国语言文学类,北京金融科技学院,1656
10904,中国语言文学类,北京青年政治学院,287
11370,中国语言文学类,北华大学,847
11009,中国语言文学类,北华航天工业学院,1021
10839,中国语言文学类,北方工业大学,320
12080,中国语言文学类,华东交通大学,362
11520,中国语言文学类,华东师范大学,1289
11526,中国语言文学类,华东政法大学,981
11511,中国语言文学类,华东理工大学,215
12551,中国语言文学类,华中农业大学,975
12553,中国语言文学类,华中师范大学,1720
12542,中国语言文学类,华中科技大学,341
11990,中国语言文学类,华侨大学,476
12363,中国语言文学类,华北水利水电大学,1687
10983,中国语言文学类,华北理工大学,1007
11031,中国语言文学类,华北理工大学冀唐学院,1329
11019,中国语言文学类,华北理工大学轻工学院,1119
10879,中国语言文学类,华北电力大学,1702
11005,中国语言文学类,华北科技学院,596
11597,中国语言文学类,南京中医药大学,1352
11637,中国语言文学类,南京中医药大学翰林学院,836
11687,中国语言文学类,南京交通职业技术学院,1059
11631,中国语言文学类,南京传媒学院,399
11605,中国语言文学类,南京体育学院,918
11591,中国语言文学类,南京信息工程大学,224
11710,中国语言文学类,南京信息职业技术学院,1425
11594,中国语言文学类,南京农业大学,208
11595,中国语言文学类,南京医科大学,478
11636,中国语言文学类,南京医科大学康达学院,1610
11725,中国语言文学类,南京城市职业学院,1674
11577,中国语言文学类,南京大学,99
11628,中国语言文学类,南京大学金陵学院,632
11615,中国语言文学类,南京审计大学,587
11650,中国语言文学类,南京审计大学金审学院,104
11584,中国语言文学类,南京工业大学,1238
11634,中国语言文学类,南京工业大学浦江学院,295
11609,中国语言文学类,南京工业职业技术大学,1460
11614,中国语言文学类,南京工程学院,392
11599,中国语言文学类,南京师范大学,494
11635,中国语言文学类,南京师范大学中北学院,1014
11633,中国语言文学类,南京师范大学泰州学院,59
11728,中国语言文学类,南京旅游职业学院,830
11616,中国语言文学类,南京晓庄学院,710
11726,中国语言文学类,南京机电职业技术学院,878
11589,中国语言文学类,南京林业大学,668
11620,中国语言文学类,南京特殊教育师范学院,1311
11581,中国语言文学类,南京理工大学,316
11632,中国语言文学类,南京理工大学泰州科技学院,1657
11629,中国语言文学类,南京理工大学紫金学院,1421
11695,中国语言文学类,南京科技职业学院,475
11580,中国语言文学类,南京航空航天大学,1098
11630,中国语言文学类,南京航空航天大学金城学院,1700
11606,中国语言文学类,南京艺术学院,1400
11723,中国语言文学类,南京视觉艺术职业学院,785
11622,中国语言文学类,南京警察学院,973
11603,中国语言文学类,南京财经大学,1573
11646,中国语言文学类,南京财经大学红山学院,198
11586,中国语言文学类,南京邮电大学,154
11645,中国语言文学类,南京邮电大学通达学院,1624
11706,中国语言文学类,南京铁道职业技术学院,1709
10923,中国语言文学类,南开大学,1803
10947,中国语言文学类,南开大学滨海学院,868
12110,中国语言文学类,南昌交通学院,813
12183,中国语言文学类,南昌健康职业技术学院,109
12116,中国语言文学类,南昌医学院,548
12079,中国语言文学类,南昌大学,850
12109,中国语言文学类,南昌大学共青学院,137
12108,中国语言文学类,南昌大学科学技术学院,164
12107,中国语言文学类,南昌工学院,416
12123,中国语言文学类,南昌师范学院,640
12119,中国语言文学类,南昌应用技术师范学院,190
12178,中国语言文学类,南昌影视传播职业学院,1600
12103,中国语言文学类,南昌理工学院,1192
12106,中国语言文学类,南昌职业大学,762
12082,中国语言文学类,南昌航空大学,1525
12112,中国语言文学类,南昌航空大学科技学院,1092
11751,中国语言文学类,南通卫生健康职业学院,1039
11592,中国语言文学类,南通大学,1272
11649,中国语言文学类,南通大学杏林学院,1550
11736,中国语言文学类,南通师范高等专科学校,1796
11621,中国语言文学类,南通理工学院,517
11680,中国语言文学类,南通科技职业学院,437
11667,中国语言文学类,南通职业大学,792
12491,中国语言文学类,南阳农业职业学院,1143
12448,中国语言文学类,南阳医学高等专科学校,150
12521,中国语言文学类,南阳工艺美术职业学院,357
12381,中国语言文学类,南阳师范学院,1741
12396,中国语言文学类,南阳理工学院,1070
12508,中国语言文学类,南阳科技职业学院,1708
12482,中国语言文学类,南阳职业学院,1704
12066,中国语言文学类,厦门东海职业技术学院,983
12061,中国语言文学类,厦门兴才职业技术学院,801
12010,中国语言文学类,厦门医学院,239
12011,中国语言文学类,厦门华厦学院,858
12049,中国语言文学类,厦门华天涉外职业技术学院,1788
12065,中国语言文学类,厦门南洋职业学院,1217
12056,中国语言文学类,厦门城市职业学院,1672
11989,中国语言文学类,厦门大学,700
12018,中国语言文学类,厦门大学嘉庚学院,1744
12073,中国语言文学类,厦门安防科技职业学院,1459
12016,中国语言文学类,厦门工学院,1027
12039,中国语言文学类,厦门海洋职业技术学院,638
12048,中国语言文学类,厦门演艺职业学院,920
12003,中国语言文学类,厦门理工学院,691
12062,中国语言文学类,厦门软件职业技术学院,462
11764,中国语言文学类,台州学院,1601
11849,中国语言文学类,台州科技职业学院,20
11823,中国语言文学类,台州职业技术学院,126
11969,中国语言文学类,合肥信息技术职业学院,448
11962,中国语言文学类,合肥共达职业技术学院,1090
11900,中国语言文学类,合肥城市学院,141
11889,中国语言文学类,合肥大学,937
11865,中国语言文学类,合肥工业大学,833
11906,中国语言文学类,合肥师范学院,854
11975,中国语言文学类,合肥幼儿师范高等专科学校,1620
11897,中国语言文学类,合肥理工学院,828
11980,中国语言文学类,合肥科技职业学院,1259
11901,中国语言文学类,合肥经济学院,1441
11932,中国语言文学类,合肥职业技术学院,788
11923,中国语言文学类,合肥通用职业技术学院,231
12186,中国语言文学类,吉安幼儿师范高等专科学校,238
12175,中国语言文学类,吉安职业技术学院,1636
11405,中国语言文学类,吉林交通职业技术学院,907
11377,中国语言文学类,吉林体育学院,1209
11367,中国语言文学类,吉林农业大学,599
11382,中国语言文学类,吉林农业科技学院,26
11392,中国语言文学类,吉林动画学院,715
11366,中国语言文学类,吉林化工大学,157
11396,中国语言文学类,吉林医药学院,123
11407,中国语言文学类,吉林司法警官职业学院,197
11418,中国语言文学类,吉林城市职业技术学院,972
11379,中国语言文学类,吉林外国语大学,1411
11360,中国语言文学类,吉林大学,965
11409,中国语言文学类,吉林工业职业技术学院,782
11380,中国语言文学类,吉林工商学院,337
11373,中国语言文学类,吉林工程技术师范学院,1239
11410,中国语言文学类,吉林工程职业学院,997
11372,中国语言文学类,吉林师范大学,243
11393,中国语言文学类,吉林师范大学博达学院,1544
11365,中国语言文学类,吉林建筑大学,303
11389,中国语言文学类,吉林建筑科技学院,1754
11420,中国语言文学类,吉林水利电力职业学院,701
11408,中国语言文学类,吉林电子信息职业技术学院,402
11416,中国语言文学类,吉林科技职业技术学院,726
11419,中国语言文学类,吉林职业技术学院,153
11378,中国语言文学类,吉林艺术学院,875
11383,中国语言文学类,吉林警察学院,1116
11376,中国语言文学类,吉林财经大学,665
11424,中国语言文学类,吉林通用航空职业技术学院,1133
11399,中国语言文学类,吉林铁道职业技术大学,1388
11509,中国语言文学类,同济大学,1448
11804,中国语言文学类,同济大学浙江学院,15
11126,中国语言文学类,吕梁学院,1457
11190,中国语言文学类,吕梁师范高等专科学校,1254
11182,中国语言文学类,吕梁职业技术学院,1151
12535,中国语言文学类,周口城市职业学院,288
12378,中国语言文学类,周口师范学院,1685
12516,中国语言文学类,周口文理职业学院,1016
12539,中国语言文学类,周口智慧能源职业学院,1363
12524,中国语言文学类,周口理工职业学院,1108
12438,中国语言文学类,周口职业技术学院,1186
11201,中国语言文学类,呼伦贝尔学院,1066
11236,中国语言文学类,呼伦贝尔职业技术学院,433
11204,中国语言文学类,呼和浩特民族学院,1777
11212,中国语言文学类,呼和浩特职业技术大学,1364
12185,中国语言文学类,和君职业学院,853
11485,中国语言文学类,哈尔滨传媒职业学院,1701
11448,中国语言文学类,哈尔滨体育学院,201
11453,中国语言文学类,哈尔滨信息工程学院,506
11461,中国语言文学类,哈尔滨剑桥学院,28
11505,中国语言文学类,哈尔滨北方航空职业技术学院,97
11438,中国语言文学类,哈尔滨医科大学,888
11464,中国语言文学类,哈尔滨华德学院,821
11447,中国语言文学类,哈尔滨商业大学,924
11506,中国语言文学类,哈尔滨商贸职业学院,1299
11488,中国语言文学类,哈尔滨城市职业学院,1537
11444,中国语言文学类,哈尔滨学院,275
11429,中国语言文学类,哈尔滨工业大学,136
11431,中国语言文学类,哈尔滨工程大学,82
11441,中国语言文学类,哈尔滨师范大学,319
11503,中国语言文学类,哈尔滨幼儿师范高等专科学校,543
11463,中国语言文学类,哈尔滨广厦学院,661
11497,中国语言文学类,哈尔滨应用职业技术学院,1176
11430,中国语言文学类,哈尔滨理工大学,616
11481,中国语言文学类,哈尔滨电力职业技术学院,545
11458,中国语言文学类,哈尔滨石油学院,926
11499,中国语言文学类,哈尔滨科学技术职业学院,1762
11467,中国语言文学类,哈尔滨职业技术大学,304
11460,中国语言文学类,哈尔滨远东理工学院,1131
11449,中国语言文学类,哈尔滨金融学院,1301
11482,中国语言文学类,哈尔滨铁道职业技术学院,1148
11466,中国语言文学类,哈尔滨音乐学院,804
11004,中国语言文学类,唐山学院,1598
11040,中国语言文学类,唐山工业职业技术大学,562
10994,中国语言文学类,唐山师范学院,122
11095,中国语言文学类,唐山幼儿师范高等专科学校,176
11100,中国语言文学类,唐山海运职业学院,509
11069,中国语言文学类,唐山科技职业技术学院,307
11056,中国语言文学类,唐山职业技术学院,678
12449,中国语言文学类,商丘医学高等专科学校,461
12415,中国语言文学类,商丘学院,1721
12406,中国语言文学类,商丘工学院,1230
12383,中国语言文学类,商丘师范学院,382
12523,中国语言文学类,商丘幼儿师范高等专科学校,1473
12436,中国语言文学类,商丘职业技术学院,758
11845,中国语言文学类,嘉兴南洋职业技术学院,387
11800,中国语言文学类,嘉兴南湖学院,1222
11768,中国语言文学类,嘉兴大学,546
11835,中国语言文学类,嘉兴职业技术学院,706
11427,中国语言文学类,四平现代职业学院,279
11402,中国语言文学类,四平职业大学,1127
10868,中国语言文学类,国际关系学院,748
11508,中国语言文学类,复旦大学,286
10866,中国语言文学类,外交学院,1482
11483,中国语言文学类,大兴安岭职业学院,877
11183,中国语言文学类,大同师范高等专科学校,1753
11191,中国语言文学类,大同数据科技职业学院,725
11150,中国语言文学类,大同煤炭职业技术学院,1538
11495,中国语言文学类,大庆医学高等专科学校,1607
11445,中国语言文学类,大庆师范学院,1706
11474,中国语言文学类,大庆职业学院,102
11305,中国语言文学类,大连东软信息学院,1408
11256,中国语言文学类,大连交通大学,1765
11265,中国语言文学类,大连医科大学,692
11295,中国语言文学类,大连医科大学中山学院,1461
11327,中国语言文学类,大连商务职业学院,1617
11273,中国语言文学类,大连外国语大学,353
11281,中国语言文学类,大连大学,1128
11258,中国语言文学类,大连工业大学,1683
11292,中国语言文学类,大连工业大学艺术与信息工程学院,88
11338,中国语言文学类,大连枫叶职业技术学院,361
11286,中国语言文学类,大连民族大学,347
11346,中国语言文学类,大连汽车职业技术学院,656
11257,中国语言文学类,大连海事大学,1523
11262,中国语言文学类,大连海洋大学,294
11247,中国语言文学类,大连理工大学,134
11288,中国语言文学类,大连理工大学城市学院,1518
11293,中国语言文学类,大连科技学院,1463
11336,中国语言文学类,大连翻译职业学院,1510
11314,中国语言文学类,大连职业技术学院,1044
11344,中国语言文学类,大连航运职业技术学院,572
11301,中国语言文学类,大连艺术学院,1055
11345,中国语言文学类,大连装备制造职业技术学院,204
11299,中国语言文学类,大连财经学院,1136
11335,中国语言文学类,大连软件职业学院,237
10931,中国语言文学类,天津中医药大学,627
10942,中国语言文学类,天津中德应用技术大学,1791
10967,中国语言文学类,天津交通职业学院,1121
10951,中国语言文学类,天津仁爱学院,1593
10944,中国语言文学类,天津传媒学院,624
10937,中国语言文学类,天津体育学院,709
10977,中国语言文学类,天津体育职业学院,786
10929,中国语言文学类,天津农学院,851
10964,中国语言文学类,天津医学高等专科学校,1114
10930,中国语言文学类,天津医科大学,1789
10946,中国语言文学类,天津医科大学临床医学院,1746
10935,中国语言文学类,天津商业大学,1477
10945,中国语言文学类,天津商业大学宝德学院,1117
10962,中国语言文学类,天津商务职业学院,1783
10963,中国语言文学类,天津国土资源和房屋职业学院,1075
10973,中国语言文学类,天津城市建设管理职业技术学院,911
10970,中国语言文学类,天津城市职业学院,211
10940,中国语言文学类,天津城建大学,418
10934,中国语言文学类,天津外国语大学,406
10943,中国语言文学类,天津外国语大学滨海外事学院,734
10924,中国语言文学类,天津大学,1124
10941,中国语言文学类,天津天狮学院,777
10926,中国语言文学类,天津工业大学,1179
10968,中国语言文学类,天津工业职业学院,285
10956,中国语言文学类,天津工程职业技术学院,158
10972,中国语言文学类,天津工艺美术职业学院,524
10954,中国语言文学类,天津市职业大学,1303
10932,中国语言文学类,天津师范大学,658
10948,中国语言文学类,天津师范大学津沽学院,1805
10976,中国语言文学类,天津广播影视职业学院,398
10965,中国语言文学类,天津开发区职业技术学院,1512
10959,中国语言文学类,天津机电职业技术学院,1611
10975,中国语言文学类,天津海运职业学院,754
10957,中国语言文学类,天津渤海职业技术学院,534
10978,中国语言文学类,天津滨海汽车工程职业学院,595
10955,中国语言文学类,天津滨海职业学院,1681
10960,中国语言文学类,天津现代职业技术学院,449
10928,中国语言文学类,天津理工大学,1714
10949,中国语言文学类,天津理工大学中环信息学院,1557
10974,中国语言文学类,天津生物工程职业技术学院,881
10958,中国语言文学类,天津电子信息职业技术学院,233
10969,中国语言文学类,天津石油职业技术学院,626
10925,中国语言文学类,天津科技大学,151
10939,中国语言文学类,天津美术学院,1123
10933,中国语言文学类,天津职业技术师范大学,1522
10966,中国语言文学类,天津艺术职业学院,607
10953,中国语言文学类,天津警察学院,702
10936,中国语言文学类,天津财经大学,740
10952,中国语言文学类,天津财经大学珠江学院,931
10961,中国语言文学类,天津轻工职业技术学院,1612
10971,中国语言文学类,天津铁道职业技术学院,919
10938,中国语言文学类,天津音乐学院,490
11159,中国语言文学类,太原城市职业技术学院,884
11127,中国语言文学类,太原学院,1372
11139,中国语言文学类,太原工业学院,1595
11118,中国语言文学类,太原师范学院,1267
11184,中国语言文学类,太原幼儿师范高等专科学校,1225
11113,中国语言文学类,太原理工大学,1101
11111,中国语言文学类,太原科技大学,865
11693,中国语言文学类,太湖创意职业技术学院,1734
12338,中国语言文学类,威海海洋职业学院,1666
12275,中国语言文学类,威海职业学院,1417
12000,中国语言文学类,宁德师范学院,672
12059,中国语言文学类,宁德职业技术学院,887
11816,中国语言文学类,宁波东方理工大学,992
11848,中国语言文学类,宁波卫生职业技术学院,1804
11819,中国语言文学类,宁波城市职业技术学院,970
11778,中国语言文学类,宁波大学,42
11789,中国语言文学类,宁波大学科学技术学院,1079
11773,中国语言文学类,宁波工程学院,409
11861,中国语言文学类,宁波幼儿师范高等专科学校,1652
11814,中国语言文学类,宁波职业技术大学,1270
11812,中国语言文学类,宁波诺丁汉大学,369
11782,中国语言文学类,宁波财经学院,574
11959,中国语言文学类,安庆医药高等专科学校,870
11876,中国语言文学类,安庆师范大学,1020
11947,中国语言文学类,安庆职业技术学院,1205
11888,中国语言文学类,安徽三联学院,1737
11873,中国语言文学类,安徽中医药大学,67
11931,中国语言文学类,安徽中医药高等专科学校,776
11943,中国语言文学类,安徽中澳科技职业学院,1797
11929,中国语言文学类,安徽交通职业技术学院,1464
11930,中国语言文学类,安徽体育运动职业技术学院,1451
11898,中国语言文学类,安徽信息工程学院,333
11909,中国语言文学类,安徽公安学院,718
11952,中国语言文学类,安徽公安职业学院,533
11869,中国语言文学类,安徽农业大学,1356
11939,中国语言文学类,安徽冶金科技职业学院,1487
11870,中国语言文学类,安徽医科大学,3
11903,中国语言文学类,安徽医科大学临床医学院,1353
11979,中国语言文学类,安徽卫生健康职业学院,1665
11915,中国语言文学类,安徽商贸职业技术学院,714
11946,中国语言文学类,安徽国防科技职业学院,711
